,loss,accuracy
0,4.094130039215088,0.09375
1,3.9729433059692383,0.125
2,3.6831398010253906,0.15625
3,3.5907657146453857,0.15625
4,3.4973037242889404,0.15000000596046448
5,3.360274076461792,0.1770833283662796
6,3.2191967964172363,0.2008928507566452
7,3.137209415435791,0.21484375
8,3.0662591457366943,0.2222222238779068
9,3.0058207511901855,0.23125000298023224
10,2.9543144702911377,0.24147726595401764
11,2.9277572631835938,0.2447916716337204
12,2.8662021160125732,0.2548076808452606
13,2.812126636505127,0.2678571343421936
14,2.7687246799468994,0.2750000059604645
15,2.7227792739868164,0.283203125
16,2.697758197784424,0.28492647409439087
17,2.633847236633301,0.2986111044883728
18,2.5928778648376465,0.3059210479259491
19,2.541733741760254,0.3218750059604645
20,2.5057003498077393,0.3258928656578064
21,2.46431040763855,0.33522728085517883
22,2.4446356296539307,0.33695653080940247
23,2.4025630950927734,0.3489583432674408
24,2.3823482990264893,0.35249999165534973
25,2.3370044231414795,0.36538460850715637
26,2.3057520389556885,0.36921295523643494
27,2.2835230827331543,0.3727678656578064
28,2.2597837448120117,0.375
29,2.2484991550445557,0.3791666626930237
30,2.2249276638031006,0.38205644488334656
31,2.210031747817993,0.3876953125
32,2.186072826385498,0.39393940567970276
33,2.1599910259246826,0.40257352590560913
34,2.153364658355713,0.40535715222358704
35,2.1366002559661865,0.4105902910232544
36,2.123122215270996,0.4138513505458832
37,2.1009414196014404,0.42023026943206787
38,2.0856635570526123,0.4214743673801422
39,2.073028564453125,0.42578125
40,2.0563254356384277,0.4291158616542816
41,2.049088478088379,0.4322916567325592
42,2.044769525527954,0.4338662922382355
43,2.027465343475342,0.4375
44,2.011227607727051,0.43958333134651184
45,2.002567768096924,0.4415760934352875
46,1.9957386255264282,0.44281914830207825
47,1.9841479063034058,0.4466145932674408
48,1.9794938564300537,0.4477040767669678
49,1.9656906127929688,0.45124998688697815
50,1.949339509010315,0.4546568691730499
51,1.9468334913253784,0.453125
52,1.9318933486938477,0.45695754885673523
53,1.9131602048873901,0.4618055522441864
54,1.9016742706298828,0.4636363685131073
55,1.8950786590576172,0.4642857015132904
56,1.8816709518432617,0.46875
57,1.8706902265548706,0.4719827473163605
58,1.8585200309753418,0.4756355881690979
59,1.844734787940979,0.4791666567325592
60,1.826942801475525,0.4851434528827667
61,1.8266973495483398,0.4848790466785431
62,1.8176006078720093,0.4866071343421936
63,1.813870906829834,0.4873046875
64,1.804414987564087,0.48990383744239807
65,1.797707200050354,0.49100378155708313
66,1.786802887916565,0.4948694109916687
67,1.7889354228973389,0.49494484066963196
68,1.7713768482208252,0.5004528760910034
69,1.7648189067840576,0.5022321343421936
70,1.7625963687896729,0.5017605423927307
71,1.7528839111328125,0.5034722089767456
72,1.7491639852523804,0.5038527250289917
73,1.7400450706481934,0.5054898858070374
74,1.7359541654586792,0.5066666603088379
75,1.7330619096755981,0.5069901347160339
76,1.724738359451294,0.5089285969734192
77,1.7145379781723022,0.5116186141967773
78,1.7136492729187012,0.511867105960846
79,1.7068979740142822,0.513671875
80,1.698098063468933,0.5150462985038757
81,1.6834683418273926,0.5190548896789551
82,1.674066185951233,0.5218373537063599
83,1.6642810106277466,0.5241815447807312
84,1.65597665309906,0.5279411673545837
85,1.6512701511383057,0.5294331312179565
86,1.6426142454147339,0.5319684147834778
87,1.6355420351028442,0.5326704382896423
88,1.6317747831344604,0.5347612500190735
89,1.6234185695648193,0.5375000238418579
90,1.6196881532669067,0.5374312996864319
91,1.6114505529403687,0.538722813129425
92,1.606374979019165,0.5393145084381104
93,1.599570870399475,0.5405585169792175
94,1.5954705476760864,0.5414473414421082
95,1.5946675539016724,0.541015625
96,1.593026876449585,0.5412371158599854
97,1.5882350206375122,0.5427296161651611
98,1.5880075693130493,0.5432449579238892
99,1.5815273523330688,0.5453125238418579
100,1.5798695087432861,0.5454826951026917
101,1.5750795602798462,0.546262264251709
102,1.5654716491699219,0.5491504669189453
103,1.5645381212234497,0.5501803159713745
104,1.5617973804473877,0.550595223903656
105,1.5612499713897705,0.5512971878051758
106,1.5598738193511963,0.5516939163208008
107,1.5560609102249146,0.5523726940155029
108,1.5501986742019653,0.5541858077049255
109,1.5492660999298096,0.5545454621315002
110,1.5441468954086304,0.5563063025474548
111,1.5427191257476807,0.556640625
112,1.5368670225143433,0.5577986836433411
113,1.5356634855270386,0.5578399300575256
114,1.5322487354278564,0.5584239363670349
115,1.5252436399459839,0.5598060488700867
116,1.5193537473678589,0.5614316463470459
117,1.5149016380310059,0.5625
118,1.5089534521102905,0.5646008253097534
119,1.5091056823730469,0.5645833611488342
120,1.5033748149871826,0.5655992031097412
121,1.500080943107605,0.5658299326896667
122,1.5007537603378296,0.5658028721809387
123,1.497380018234253,0.5665322542190552
124,1.4951815605163574,0.5672500133514404
125,1.492165446281433,0.567460298538208
126,1.4880452156066895,0.5688976645469666
127,1.484453558921814,0.569580078125
128,1.4808090925216675,0.5704941749572754
129,1.47904634475708,0.5704326629638672
130,1.4723026752471924,0.5718034505844116
131,1.4678690433502197,0.5731534361839294
132,1.4652082920074463,0.5737782120704651
133,1.463474154472351,0.5739272236824036
134,1.4588762521743774,0.574999988079071
135,1.4590421915054321,0.5749080777168274
136,1.4567813873291016,0.575045645236969
137,1.4569892883300781,0.57472825050354
138,1.4547873735427856,0.5748651027679443
139,1.4506216049194336,0.5758928656578064
140,1.4494646787643433,0.576241135597229
141,1.4452513456344604,0.577464759349823
142,1.4421013593673706,0.5782342553138733
143,1.4368938207626343,0.5796440839767456
144,1.4353700876235962,0.5801724195480347
145,1.4306265115737915,0.5819777250289917
146,1.427512764930725,0.5820578336715698
147,1.4267706871032715,0.5825591087341309
148,1.4236871004104614,0.5832633972167969
149,1.4244633913040161,0.5824999809265137
150,1.4219553470611572,0.5829883813858032
151,1.423218846321106,0.5830591917037964
152,1.4223644733428955,0.5835375785827637
153,1.4196441173553467,0.5846185088157654
154,1.418925404548645,0.585080623626709
155,1.4176294803619385,0.5855368375778198
156,1.4131569862365723,0.5863853693008423
157,1.4099085330963135,0.5874208807945251
158,1.4087941646575928,0.5880503058433533
159,1.408031702041626,0.5884765386581421
160,1.4033130407333374,0.590062141418457
161,1.4001256227493286,0.5912423133850098
162,1.3961584568023682,0.5924080014228821
163,1.3945013284683228,0.5924161672592163
164,1.3903038501739502,0.59375
165,1.3867995738983154,0.5948795080184937
166,1.3818025588989258,0.5965569019317627
167,1.3808821439743042,0.5967261791229248
168,1.3793203830718994,0.5972633361816406
169,1.3788694143295288,0.5974264740943909
170,1.3770880699157715,0.597953200340271
171,1.3727654218673706,0.5992006063461304
172,1.369882345199585,0.6000722646713257
173,1.3680912256240845,0.6005747318267822
174,1.3642268180847168,0.602142870426178
175,1.3630024194717407,0.6026278138160706
176,1.3592549562454224,0.6036369800567627
177,1.356902837753296,0.6039325594902039
178,1.3547427654266357,0.6047486066818237
179,1.3540537357330322,0.6052083373069763
180,1.3515827655792236,0.6054903268814087
181,1.3489856719970703,0.6062843203544617
182,1.3473137617111206,0.6065573692321777
183,1.3466941118240356,0.6066576242446899
184,1.3428736925125122,0.6081081032752991
185,1.3407777547836304,0.6083669066429138
186,1.337795615196228,0.6091243028640747
187,1.3352832794189453,0.6100398898124695
188,1.3349134922027588,0.610615074634552
189,1.3345091342926025,0.6108552813529968
190,1.3340765237808228,0.6107656955718994
191,1.331865906715393,0.6111653447151184
192,1.33052659034729,0.6113989353179932
193,1.3272854089736938,0.6119523048400879
194,1.323122262954712,0.6134615540504456
195,1.3227838277816772,0.6135203838348389
196,1.3213199377059937,0.6138959527015686
197,1.3183934688568115,0.6148989796638489
198,1.3159664869308472,0.6158919334411621
199,1.3141554594039917,0.6165624856948853
200,1.3129342794418335,0.6169154047966003
201,1.3107770681381226,0.6174195408821106
202,1.3087819814682007,0.6182265877723694
203,1.3059147596359253,0.619025707244873
